Ascra1  GO:0004639      1       1       0       0
Ascra1  GO:0016985      4       4       0       0
Ascra1  GO:0017176      3       3       0       0
Ascra1  GO:0004069      1       1       0       0
Ascra1  GO:0019150      1       1       0       0
Ascra1  GO:0019187      20      20      0       0
Ascra1  GO:0046565      1       1       0       0
Ascra1  GO:0006120      3       3       0       0
Ascra1  GO:0004721      18      18      0       0
Ascra1  GO:0006493      3       3       0       0
Ascra1  GO:0008758      6       6       0       0
Ascra1  GO:0019133      1       1       0       0
Ascra1  GO:0004335      1       1       0       0
Ascra1  GO:0004634      1       1       0       0
Ascra1  GO:0006354      1       1       0       0
Ascra1  GO:0015931      2       2       0       0
Ascra1  GO:0015105      1       1       0       0
Ascra1  GO:0000210      1       1       0       0
Ascra1  GO:0004835      1       1       0       0
Ascra1  GO:0004568      10      8       2       0
Ascra1  GO:0006168      1       1       0       0
Ascra1  GO:0018648      5       5       0       0
Ascra1  GO:0004174      1       1       0       0
Ascra1  GO:0009001      1       1       0       0
Ascra1  GO:0004321      2       2       0       0
Ascra1  GO:0006446      3       3       0       0
Ascra1  GO:0006812      19      19      0       0
Ascra1  GO:0006352      11      9       0       2
Ascra1  GO:0000036      1       1       0       0
Ascra1  GO:0004771      1       1       0       0
Ascra1  GO:0004583      20      20      0       0
Ascra1  GO:0008597      18      18      0       0
Ascra1  GO:0006006      2       2       0       0
Ascra1  GO:0051056      8       8       0       0
Ascra1  GO:0004561      1       1       0       0
Ascra1  GO:0008519      4       4       0       0
Ascra1  GO:0033897      1       1       0       0
Ascra1  GO:0006270      7       7       0       0
Ascra1  GO:0003994      1       1       0       0
Ascra1  GO:0006436      2       2       0       0
Ascra1  GO:0004139      1       1       0       0
Ascra1  GO:0004092      2       2       0       0
Ascra1  GO:0047938      1       1       0       0
Ascra1  GO:0004066      3       3       0       0
Ascra1  GO:0003904      3       3       0       0
Ascra1  GO:0016973      1       1       0       0
Ascra1  GO:0018748      9       9       0       0
Ascra1  GO:0004322      2       2       0       0
Ascra1  GO:0004033      12      12      0       0
Ascra1  GO:0000226      6       6       0       0
Ascra1  GO:0033788      2       2       0       0
Ascra1  GO:0043262      1       1       0       0
Ascra1  GO:0008905      3       3       0       0
Ascra1  GO:0019166      1       1       0       0
Ascra1  GO:0016149      1       1       0       0
Ascra1  GO:0004723      18      18      0       0
Ascra1  GO:0006298      8       8       0       0
Ascra1  GO:0033709      1       1       0       0
Ascra1  GO:0009044      2       2       0       0
Ascra1  GO:0030586      1       1       0       0
Ascra1  GO:0050504      1       1       0       0
Ascra1  GO:0006241      1       1       0       0
Ascra1  GO:0004332      2       2       0       0
Ascra1  GO:0033783      1       1       0       0
Ascra1  GO:0004727      7       7       0       0
Ascra1  GO:0042545      3       3       0       0
Ascra1  GO:0018559      2       2       0       0
Ascra1  GO:0018816      1       1       0       0
Ascra1  GO:0004338      8       8       0       0
Ascra1  GO:0004618      1       1       0       0
Ascra1  GO:0006891      1       1       0       0
Ascra1  GO:0004185      5       5       0       0
Ascra1  GO:0003973      2       2       0       0
Ascra1  GO:0008276      11      11      0       0
Ascra1  GO:0042972      1       1       0       0
Ascra1  GO:0042176      1       1       0       0
Ascra1  GO:0000215      1       1       0       0
Ascra1  GO:0019344      1       1       0       0
Ascra1  GO:0034061      17      17      0       0
Ascra1  GO:0032442      12      12      0       0
Ascra1  GO:0004158      1       1       0       0
Ascra1  GO:0003990      3       3       0       0
Ascra1  GO:0008106      2       2       0       0
Ascra1  GO:0009081      3       3       0       0
Ascra1  GO:0030833      3       3       0       0
Ascra1  GO:0047547      1       1       0       0
Ascra1  GO:0047074      2       2       0       0
Ascra1  GO:0018637      5       5       0       0
Ascra1  GO:0004014      1       1       0       0
Ascra1  GO:0004018      1       1       0       0
Ascra1  GO:0003955      1       1       0       0
Ascra1  GO:0004781      1       1       0       0
Ascra1  GO:0005086      4       4       0       0
Ascra1  GO:0018451      12      12      0       0
Ascra1  GO:0043338      3       3       0       0
Ascra1  GO:0016413      6       6       0       0
Ascra1  GO:0004679      14      14      0       0
Ascra1  GO:0008318      3       3       0       0
Ascra1  GO:0018064      1       1       0       0
Ascra1  GO:0018562      2       2       0       0
